x,ABP
30.480000000000004,80.322
30.5,86.806
30.520000000000003,97.998
30.54,107.581
30.560000000000002,114.754
30.580000000000002,118.938
30.6,119.728
30.62,117.028
30.64,111.007
30.66,104.975
30.680000000000003,103.487
30.7,101.922
30.720000000000002,100.335
30.74,98.954
30.76,97.843
30.780000000000005,96.921
30.8,96.068
30.82,95.213
30.84,94.343
30.86,93.479
30.880000000000003,92.645
30.9,91.846
30.92,91.076
30.939999999999998,90.328
30.96,89.596
30.980000000000004,88.878
31,88.175
31.020000000000003,87.488
31.04,86.818
31.060000000000002,86.163
31.080000000000002,85.523
31.1,84.895
31.12,84.281
31.14,83.679
31.16,83.088
31.180000000000003,82.51
31.2,81.942
31.220000000000002,81.385
31.24,80.838
31.26,80.301
31.280000000000005,87.249
31.3,98.41
31.32,107.91
31.34,114.977
31.36,119.034
31.380000000000003,119.688
31.4,116.854
31.42,110.709
31.439999999999998,104.904
31.46,103.43
31.480000000000004,101.859
31.5,100.277
31.520000000000003,98.906
31.54,97.804
31.560000000000002,96.887
31.580000000000002,96.036
31.6,95.179
31.62,94.309
31.64,93.446
31.66,92.613
31.680000000000003,91.815
31.7,91.047
31.720000000000002,90.3
31.74,89.568
31.76,88.85
31.780000000000005,88.148
31.8,87.462
31.82,86.792
31.84,86.138
31.86,85.498
31.880000000000003,84.871
31.9,84.257
31.92,83.655
31.939999999999998,83.066
31.96,82.487
31.980000000000004,81.92
32,81.363
32.02,80.817
32.04,80.28
32.06,87.691
32.080000000000005,98.818
32.1,108.234
32.120000000000005,115.195
32.14,119.125
32.160000000000004,119.642
32.18,116.675
32.2,110.407
32.22,104.839
32.24,103.372
32.26,101.796
32.28,100.219
32.3,98.859
32.32,97.766
32.339999999999996,96.854
32.36,96.003
32.38,95.146
32.4,94.276
32.42,93.414
32.44,92.582
32.46,91.785
32.480000000000004,91.018
32.5,90.271
32.52,89.54
32.54,88.823
32.56,88.121
32.580000000000005,87.436
32.6,86.767
32.620000000000005,86.113
32.64,85.474
32.660000000000004,84.847
32.68,84.234
32.7,83.633
32.72,83.043
32.74,82.465
32.76,81.898
32.78,81.342
32.8,80.796
32.82,80.259
32.839999999999996,88.133
32.86,99.224
32.88,108.555
32.9,115.408
32.92,119.211
32.94,119.591
32.96,116.491
32.980000000000004,110.1
33,104.771
33.02,103.312
33.04,101.732
33.06,100.16
33.080000000000005,98.81
33.1,97.727
33.120000000000005,96.819
33.14,95.969
33.160000000000004,95.111
33.18,94.24
33.2,93.379
33.22,92.549
33.24,91.754
33.26,90.987
33.28,90.241
33.3,89.511
33.32,88.794
33.339999999999996,88.093
33.36,87.408
33.38,86.74
33.4,86.087
33.42,85.448
33.44,84.822
33.46,84.209
33.480000000000004,83.608
33.5,83.019
33.52,82.442
33.54,81.875
33.56,81.32
33.580000000000005,80.774
33.6,80.238
33.620000000000005,88.58
33.64,99.627
33.660000000000004,108.873
33.68,115.617
33.7,119.291
33.72,119.535
33.74,116.302
33.76,109.788
33.78,104.711
33.8,103.255
33.82,101.67
33.839999999999996,100.103
33.86,98.764
33.88,97.69
33.9,96.786
33.92,95.937
33.94,95.078
33.96,94.207
33.980000000000004,93.347
34,92.518
34.02,91.724
34.04,90.959
34.06,90.214
34.080000000000005,89.483
34.1,88.767
34.120000000000005,88.067
34.14,87.383
34.160000000000004,86.715
34.18,86.062
34.2,85.424
34.22,84.799
34.24,84.186
34.26,83.586
34.28,82.997
34.3,82.42
34.32,81.854
34.339999999999996,81.299
34.36,80.753
34.38,80.218
34.4,89.023
34.42,100.026
34.44,109.186
34.46,115.82
34.480000000000004,119.366
34.5,119.474
34.52,116.108
34.54,109.472
34.56,104.649
34.580000000000005,103.195
34.6,101.606
34.620000000000005,100.045
34.64,98.717
34.660000000000004,97.652
34.68,96.752
34.7,95.903
34.72,95.044
34.74,94.173
34.76,93.314
34.78,92.486
34.8,91.693
34.82,90.929
34.839999999999996,90.184
34.86,89.454
34.88,88.739
34.9,88.039
34.92,87.356
34.94,86.689
34.96,86.037
34.980000000000004,85.399
35,84.774
35.02,84.162
35.04,83.562
35.06,82.974
35.080000000000005,82.398
35.1,81.832
35.120000000000005,81.277
35.14,80.732
35.160000000000004,80.304
35.18,89.471
35.2,100.423
35.22,109.496
35.24,116.02
35.26,119.436
35.28,119.407
35.3,115.908
35.32,109.152
35.339999999999996,104.589
35.36,103.136
35.38,101.543
35.4,99.988
35.42,98.671
35.44,97.614
35.46,96.719
35.480000000000004,95.87
35.5,95.01
35.52,94.139
35.54,93.281
35.56,92.454
35.580000000000005,91.663
35.6,90.899
35.620000000000005,90.155
35.64,89.426
35.660000000000004,88.711
35.68,88.012
35.7,87.329
35.72,86.663
35.74,86.011
35.76,85.374
35.78,84.75
35.8,84.138
35.82,83.539
35.839999999999996,82.951
35.86,82.375
35.88,81.81
35.9,81.255
35.92,80.71
35.94,80.416
35.96,89.918
35.980000000000004,100.817
36,109.802
36.02,116.214
36.04,119.5
36.06,119.335
36.080000000000005,115.704
36.1,108.827
36.120000000000005,104.533
36.14,103.077
36.160000000000004,101.481
36.18,99.933
36.2,98.626
36.22,97.578
36.24,96.686
36.26,95.837
36.28,94.977
36.3,94.106
36.32,93.249
36.339999999999996,92.423
36.36,91.633
36.38,90.871
36.4,90.127
36.42,89.399
36.44,88.684
36.46,87.986
36.480000000000004,87.304
36.5,86.638
36.52,85.987
36.54,85.35
36.56,84.726
36.580000000000005,84.115
36.6,83.516
36.620000000000005,82.929
36.64,82.353
36.660000000000004,81.788
36.68,81.234
36.7,80.69
36.72,80.551
36.74,90.362
36.76,101.207
36.78,110.103
36.8,116.404
36.82,119.56
36.839999999999996,119.257
36.86,115.495
36.88,108.497
36.9,104.474
36.92,103.016
36.94,101.416
36.96,99.875
36.980000000000004,98.579
37,97.54
37.02,96.651
37.04,95.803
37.06,94.942
37.080000000000005,94.071
37.1,93.214
37.120000000000005,92.391
37.14,91.602
37.160000000000004,90.84
37.18,90.097
37.2,89.369
37.22,88.655
37.24,87.958
37.26,87.276
37.28,86.611
37.3,85.961
37.32,85.324
37.339999999999996,84.701
37.36,84.09
37.38,83.492
37.4,82.905
37.42,82.33
37.44,81.766
37.46,81.212
37.480000000000004,80.668
37.5,80.762
37.52,90.81
37.54,101.596
37.56,110.402
37.580000000000005,116.588
37.6,119.613
37.620000000000005,119.174
37.64,115.281
37.660000000000004,108.164
37.68,104.419
37.7,102.957
37.72,101.355
37.74,99.82
37.76,98.536
37.78,97.504
37.8,96.619
37.82,95.771
37.839999999999996,94.909
37.86,94.038
37.88,93.183
37.9,92.36
37.92,91.573
37.94,90.812
37.96,90.07
37.980000000000004,89.342
38,88.629
38.02,87.931
38.04,87.251
38.06,86.586
38.080000000000005,85.936
38.1,85.301
38.120000000000005,84.678
38.14,84.068
38.160000000000004,83.47
38.18,82.883
38.2,82.308
38.22,81.744
38.24,81.191
38.26,80.647
38.28,80.973
38.3,91.253
38.32,101.98
38.339999999999996,110.695
38.36,116.768
38.38,119.662
38.4,119.087
38.42,115.062
38.44,107.825
38.46,104.363
38.480000000000004,102.896
38.5,101.292
38.52,99.765
38.54,98.491
38.56,97.468
38.580000000000005,96.586
38.6,95.737
38.620000000000005,94.874
38.64,94.004
38.660000000000004,93.15
38.68,92.329
38.7,91.542
38.72,90.782
38.74,90.041
38.76,89.314
38.78,88.601
38.8,87.904
38.82,87.224
38.839999999999996,86.56
38.86,85.911
38.88,85.276
38.9,84.654
38.92,84.044
38.94,83.446
38.96,82.861
38.980000000000004,82.286
39,81.723
39.02,81.169
39.04,80.626
39.06,81.233
39.080000000000005,91.698
39.1,102.362
39.120000000000005,110.985
39.14,116.944
39.160000000000004,119.705
39.18,118.993
39.2,114.838
39.22,107.483
39.24,104.306
39.26,102.834
39.28,101.228
39.3,99.709
39.32,98.446
39.339999999999996,97.431
39.36,96.552
39.38,95.703
39.4,94.84
39.42,93.969
39.44,93.116
39.46,92.297
39.480000000000004,91.512
39.5,90.753
39.52,90.012
39.54,89.285
39.56,88.573
39.580000000000005,87.877
39.6,87.197
39.620000000000005,86.534
39.64,85.886
39.660000000000004,85.251
39.68,84.629
39.7,84.02
39.72,83.423
39.74,82.837
39.76,82.263
39.78,81.7
39.8,81.147
39.82,80.605
39.839999999999996,81.517
39.86,92.141
39.88,102.741
39.9,111.272
39.92,117.114
39.94,119.743
39.96,118.895
39.980000000000004,114.61
40,107.136
40.02,104.252
40.04,102.775
40.06,101.167
40.080000000000005,99.656
40.1,98.404
40.120000000000005,97.396
40.14,96.52
40.160000000000004,95.671
40.18,94.807
40.2,93.937
40.22,93.085
40.24,92.267
40.26,91.483
40.28,90.724
40.3,89.984
40.32,89.258
40.339999999999996,88.546
40.36,87.851
40.38,87.172
40.4,86.509
40.42,85.861
40.44,85.227
40.46,84.606
40.480000000000004,83.997
40.5,83.4
40.52,82.815
40.54,82.242
40.56,81.679
40.580000000000005,81.127
40.6,80.584
40.620000000000005,81.806
40.64,92.581
40.660000000000004,103.116
40.68,111.553
40.7,117.279
40.72,119.776
40.74,118.791
40.76,114.376
40.78,106.787
40.8,104.195
40.82,102.712
40.839999999999996,101.103
40.86,99.6
40.88,98.359
40.9,97.359
40.92,96.485
40.94,95.636
40.96,94.772
40.980000000000004,93.902
41,93.051
41.02,92.234
41.04,91.451
41.06,90.694
41.080000000000005,89.954
41.1,89.229
41.120000000000005,88.518
41.14,87.823
41.160000000000004,87.145
41.18,86.483
41.2,85.835
41.22,85.202
41.24,84.581
41.26,83.973
41.28,83.376
41.3,82.792
41.32,82.219
41.339999999999996,81.657
41.36,81.105
41.38,80.563
41.4,82.144
41.42,93.022
41.44,103.488
41.46,111.831
41.480000000000004,117.44
41.5,119.803
41.52,118.682
41.54,114.138
41.56,106.521
41.580000000000005,104.141
41.6,102.651
41.620000000000005,101.042
41.64,99.547
41.660000000000004,98.317
41.68,97.324
41.7,96.453
41.72,95.604
41.74,94.739
41.76,93.869
41.78,93.019
41.8,92.204
41.82,91.422
41.839999999999996,90.665
41.86,89.926
41.88,89.201
41.9,88.491
41.92,87.797
41.94,87.119
41.96,86.458
41.980000000000004,85.811
42,85.178
42.02,84.557
42.04,83.95
42.06,83.354
42.080000000000005,82.77
42.1,82.197
42.120000000000005,81.635
42.14,81.084
42.160000000000004,80.542
42.18,82.481
42.2,93.459
42.22,103.857
42.24,112.104
42.26,117.595
42.28,119.825
42.3,118.568
42.32,113.895
42.339999999999996,106.289
42.36,104.086
42.38,102.59
42.4,100.98
42.42,99.494
42.44,98.275
42.46,97.289
42.480000000000004,96.42
42.5,95.57
42.52,94.705
42.54,93.835
42.56,92.987
42.580000000000005,92.173
42.6,91.392
42.620000000000005,90.637
42.64,89.898
42.660000000000004,89.174
42.68,88.464
42.7,87.77
42.72,87.093
42.74,86.432
42.76,85.786
42.78,85.153
42.8,84.534
42.82,83.926
42.839999999999996,83.331
42.86,82.747
42.88,82.175
42.9,81.614
42.92,81.062
42.94,80.521
42.96,82.839
42.980000000000004,93.896
43,104.223
43.02,112.374
43.04,117.745
43.06,119.842
43.080000000000005,118.449
43.1,113.647
43.120000000000005,106.07
43.14,104.03
43.160000000000004,102.527
43.18,100.917
43.2,99.44
43.22,98.231
43.24,97.253
43.26,96.386
43.28,95.536
43.3,94.67
43.32,93.801
43.339999999999996,92.953
43.36,92.141
43.38,91.362
43.4,90.607
43.42,89.869
43.44,89.145
43.46,88.436
43.480000000000004,87.743
43.5,87.067
43.52,86.406
43.54,85.76
43.56,85.128
43.580000000000005,84.509
43.6,83.902
43.620000000000005,83.307
43.64,82.724
43.660000000000004,82.152
43.68,81.591
43.7,81.04
43.72,80.5
43.74,83.215
43.76,94.331
43.78,104.585
43.8,112.639
43.82,117.891
43.839999999999996,119.853
43.86,118.324
43.88,113.394
43.9,105.906
43.92,103.976
43.94,102.466
43.96,100.857
43.980000000000004,99.39
44,98.191
44.02,97.219
44.040000000000006,96.354
44.06000000000001,95.504
44.08,94.637
44.1,93.768
44.120000000000005,92.922
44.14,92.111
44.160000000000004,91.333
44.18,90.579
44.2,89.841
44.22,89.118
44.24,88.409
44.260000000000005,87.717
44.28,87.041
44.3,86.382
44.32,85.736
44.34,85.105
44.36000000000001,84.486
44.379999999999995,83.879
44.4,83.285
44.42,82.702
44.440000000000005,82.131
44.46000000000001,81.57
44.48,81.02
44.5,80.479
44.52,83.59
44.540000000000006,94.762
44.56000000000001,104.943
44.58,112.9
44.6,118.031
44.620000000000005,119.86
44.64,118.194
44.660000000000004,113.137
44.68,105.743
44.7,103.92
44.72,102.402
44.74,100.795
44.760000000000005,99.336
44.78,98.148
44.8,97.183
44.82,96.32
44.84,95.469
44.86000000000001,94.602
44.879999999999995,93.734
44.9,92.889
44.92,92.079
44.940000000000005,91.302
44.96000000000001,90.549
44.98,89.812
45,89.089
45.02,88.381
45.040000000000006,87.69
45.06000000000001,87.015
45.08,86.355
45.1,85.711
45.120000000000005,85.08
45.14,84.461
45.160000000000004,83.855
45.18,83.261
45.2,82.679
45.22,82.108
45.24,81.548
45.260000000000005,80.998
45.28,80.458
45.3,83.994
45.32,95.193
45.34,105.3
45.36000000000001,113.157
45.379999999999995,118.167
45.4,119.86
45.42,118.059
45.440000000000005,112.874
45.46000000000001,105.607
45.48,103.864
45.5,102.34
45.52,100.734
45.540000000000006,99.285
45.56000000000001,98.108
45.58,97.148
45.6,96.288
45.620000000000005,95.436
45.64,94.568
45.660000000000004,93.701
45.68,92.857
45.7,92.049
45.72,91.273
45.74,90.52
45.760000000000005,89.784
45.78,89.061
45.8,88.354
45.82,87.663
45.84,86.989
45.86000000000001,86.33
45.879999999999995,85.686
45.9,85.055
45.92,84.438
45.940000000000005,83.832
45.96000000000001,83.239
45.98,82.657
46,82.086
46.02,81.527
46.040000000000006,80.977
46.06000000000001,80.437
46.08,84.396
46.1,95.621
46.120000000000005,105.652
46.14,113.409
46.160000000000004,118.297
46.18,119.856
46.2,117.919
46.22,112.608
46.24,105.49
46.260000000000005,103.809
46.28,102.278
46.3,100.674
46.32,99.235
46.34,98.067
46.36000000000001,97.114
46.379999999999995,96.255
46.4,95.403
46.42,94.535
46.440000000000005,93.668
46.46000000000001,92.825
46.48,92.018
46.5,91.243
46.52,90.491
46.540000000000006,89.756
46.56000000000001,89.034
46.58,88.327
46.6,87.637
46.620000000000005,86.963
46.64,86.305
46.660000000000004,85.662
46.68,85.032
46.7,84.414
46.72,83.809
46.74,83.216
46.760000000000005,82.635
46.78,82.065
46.8,81.505
46.82,80.956
46.84,80.417
46.86000000000001,84.807
46.879999999999995,96.046
46.9,106
46.92,113.657
46.940000000000005,118.422
46.96000000000001,119.846
46.98,117.774
47,112.336
47.02,105.373
47.040000000000006,103.752
47.06000000000001,102.214
47.08,100.612
47.1,99.183
47.120000000000005,98.026
47.14,97.078
47.160000000000004,96.221
47.18,95.368
47.2,94.5
47.22,93.633
47.24,92.792
47.260000000000005,91.987
47.28,91.213
47.3,90.461
47.32,89.726
47.34,89.005
47.36000000000001,88.299
47.379999999999995,87.61
47.4,86.936
47.42,86.279
47.440000000000005,85.636
47.46000000000001,85.006
47.48,84.389
47.5,83.785
47.52,83.192
47.540000000000006,82.612
47.56000000000001,82.042
47.58,81.483
47.6,80.934
47.620000000000005,80.395
47.64,85.23
47.660000000000004,96.469
47.68,106.346
47.7,113.9
47.72,118.542
47.74,119.83
47.760000000000005,117.623
47.78,112.06
47.8,105.28
47.82,103.697
47.84,102.153
47.86000000000001,100.554
47.879999999999995,99.134
47.9,97.987
47.92,97.045
47.940000000000005,96.189
47.96000000000001,95.336
47.98,94.467
48,93.601
48.02,92.761
48.040000000000006,91.957
48.06000000000001,91.184
48.08,90.433
48.1,89.699
48.120000000000005,88.978
48.14,88.273
48.160000000000004,87.584
48.18,86.911
48.2,86.255
48.22,85.612
48.24,84.983
48.260000000000005,84.366
48.28,83.762
48.3,83.17
48.32,82.59
48.34,82.021
48.36000000000001,81.462
48.379999999999995,80.914
48.4,80.375
48.42,85.65
48.440000000000005,96.889
48.46000000000001,106.687
48.48,114.139
48.5,118.657
48.52,119.81
48.540000000000006,117.468
48.56000000000001,111.779
48.58,105.187
48.6,103.639
48.620000000000005,102.089
48.64,100.493
48.660000000000004,99.083
48.68,97.946
48.7,97.01
48.72,96.155
48.74,95.302
48.760000000000005,94.432
48.78,93.567
48.8,92.728
48.82,91.926
48.84,91.154
48.86000000000001,90.404
48.879999999999995,89.67
48.9,88.95
48.92,88.245
48.940000000000005,87.557
48.96000000000001,86.885
48.98,86.229
49,85.587
49.02,84.958
49.040000000000006,84.342
49.06000000000001,83.739
49.08,83.147
49.1,82.567
49.120000000000005,81.998
49.14,81.44
49.160000000000004,80.892
49.18,80.354
49.2,86.084
49.22,97.308
49.24,107.026
49.260000000000005,114.374
49.28,118.767
49.3,119.783
49.32,117.307
49.34,111.493
49.36000000000001,105.102
49.379999999999995,103.582
49.4,102.026
49.42,100.433
49.440000000000005,99.034
49.46000000000001,97.907
49.48,96.976
49.5,96.122
49.52,95.268
49.540000000000006,94.398
49.56000000000001,93.533
49.58,92.696
49.6,91.895
49.620000000000005,91.124
49.64,90.375
49.660000000000004,89.641
49.68,88.922
49.7,88.218
49.72,87.53
49.74,86.859
49.760000000000005,86.203
49.78,85.562
49.8,84.934
49.82,84.318
49.84,83.715
49.86000000000001,83.124
49.879999999999995,82.545
49.9,81.976
49.92,81.418
49.940000000000005,80.871
49.96000000000001,80.333
49.98,86.518
50,97.723
50.02,107.36
50.040000000000006,114.604
50.06000000000001,118.872
50.08,119.752
50.1,117.142
50.120000000000005,111.203
50.14,105.026
50.160000000000004,103.526
50.18,101.964
50.2,100.375
50.22,98.986
50.24,97.869
50.260000000000005,96.943
50.28,96.09
50.3,95.235
50.32,94.365
50.34,93.501
50.36000000000001,92.665
50.379999999999995,91.865
50.4,91.095
50.42,90.347
50.440000000000005,89.614
50.46000000000001,88.895
50.48,88.191
50.5,87.504
50.52,86.834
50.540000000000006,86.179
50.56000000000001,85.538
50.58,84.91
50.6,84.295
50.620000000000005,83.693
50.64,83.102
50.660000000000004,82.523
50.68,81.955
50.7,81.397
50.72,80.85
50.74,80.313
50.760000000000005,86.953
50.78,98.136
50.8,107.691
50.82,114.829
50.84,118.971
50.86000000000001,119.716
50.879999999999995,116.971
50.9,110.908
50.92,104.949
50.940000000000005,103.467
50.96000000000001,101.899
50.98,100.314
51,98.936
51.02,97.828
51.040000000000006,96.908
51.06000000000001,96.056
51.08,95.2
51.1,94.33
51.120000000000005,93.466
51.14,92.632
51.160000000000004,91.833
51.18,91.065
51.2,90.317
51.22,89.584
51.24,88.866
51.260000000000005,88.163
51.28,87.477
51.3,86.807
51.32,86.152
51.34,85.512
51.36000000000001,84.885
51.379999999999995,84.271
51.4,83.668
51.42,83.078
51.440000000000005,82.5
51.46000000000001,81.932
51.48,81.375
51.5,80.828
51.52,80.291
51.540000000000006,87.396
51.56000000000001,98.547
51.58,108.018
51.6,115.05
51.620000000000005,119.065
51.64,119.673
51.660000000000004,116.795
51.68,110.609
51.7,104.882
51.72,103.41
51.74,101.837
51.760000000000005,100.257
51.78,98.889
51.8,97.791
51.82,96.875
51.84,96.024
51.86000000000001,95.167
51.879999999999995,94.297
51.9,93.434
51.92,92.601
51.940000000000005,91.804
51.96000000000001,91.036
51.98,90.289
52,89.557
52.02,88.839
52.040000000000006,88.137
52.06000000000001,87.451
52.08,86.782
52.1,86.128
52.120000000000005,85.488
52.14,84.862
52.160000000000004,84.248
52.18,83.646
52.2,83.056
52.22,82.478
52.24,81.911
52.260000000000005,81.354
52.28,80.808
52.3,80.271
52.32,87.837
52.34,98.953
52.36000000000001,108.342
52.379999999999995,115.266
52.4,119.154
52.42,119.626
52.440000000000005,116.614
52.46000000000001,110.305
52.48,104.815
52.5,103.352
52.52,101.774
52.540000000000006,100.198
52.56000000000001,98.841
52.58,97.752
52.6,96.841
52.620000000000005,95.99
52.64,95.133
52.660000000000004,94.263
52.68,93.401
52.7,92.569
52.72,91.773
52.74,91.006
52.760000000000005,90.26
52.78,89.529
52.8,88.811
52.82,88.11
52.84,87.425
52.86000000000001,86.756
52.879999999999995,86.103
52.9,85.463
52.92,84.837
52.940000000000005,84.224
52.96000000000001,83.623
52.98,83.033
53,82.455
53.02,81.889
53.040000000000006,81.332
53.06000000000001,80.786
53.08,80.25
53.1,88.282
53.120000000000005,99.358
53.14,108.662
53.160000000000004,115.478
53.18,119.238
53.2,119.573
53.22,116.428
53.24,109.996
53.260000000000005,104.75
53.28,103.292
53.3,101.71
53.32,100.14
53.34,98.793
53.36000000000001,97.714
53.379999999999995,96.807
53.4,95.957
53.42,95.099
53.440000000000005,94.228
53.46000000000001,93.367
53.48,92.537
53.5,91.742
53.52,90.976
53.540000000000006,90.231
53.56000000000001,89.5
53.58,88.783
53.6,88.082
53.620000000000005,87.398
53.64,86.73
53.660000000000004,86.077
53.68,85.438
53.7,84.813
53.72,84.2
53.74,83.599
53.760000000000005,83.01
53.78,82.433
53.8,81.866
53.82,81.311
53.84,80.765
53.86000000000001,80.229
53.879999999999995,88.728
53.9,99.76
53.92,108.978
53.940000000000005,115.685
53.96000000000001,119.316
53.98,119.515
54,116.237
54.02,109.683
54.040000000000006,104.69
54.06000000000001,103.235
54.08,101.648
54.1,100.084
54.120000000000005,98.748
54.14,97.677
54.160000000000004,96.774
54.18,95.925
54.2,95.066
54.22,94.195
54.24,93.335
54.260000000000005,92.507
54.28,91.713
54.3,90.948
54.32,90.203
54.34,89.473
54.36000000000001,88.757
54.379999999999995,88.056
54.4,87.372
54.42,86.705
54.440000000000005,86.053
54.46000000000001,85.414
54.48,84.789
54.5,84.177
54.52,83.576
54.540000000000006,82.988
54.56000000000001,82.411
54.58,81.845
54.6,81.29
54.620000000000005,80.744
54.64,80.228
54.660000000000004,89.172
54.68,100.158
54.7,109.29
54.72,115.887
54.74,119.39
54.760000000000005,119.452
54.78,116.042
54.8,109.366
54.82,104.628
54.84,103.174
54.86000000000001,101.584
54.879999999999995,100.025
54.9,98.7
54.92,97.638
54.940000000000005,96.74
54.96000000000001,95.89
54.98,95.031
55,94.16
55.02,93.301
55.040000000000006,92.474
55.06000000000001,91.682
55.08,90.917
55.1,90.173
55.120000000000005,89.443
55.14,88.728
55.160000000000004,88.028
55.18,87.345
55.2,86.678
55.22,86.027
55.24,85.389
55.260000000000005,84.764
55.28,84.152
55.3,83.552
55.32,82.964
55.34,82.388
55.36000000000001,81.823
55.379999999999995,81.267
55.4,80.723
55.42,80.339
55.440000000000005,89.62
55.46000000000001,100.555
55.48,109.598
55.5,116.085
55.52,119.458
55.540000000000006,119.383
55.56000000000001,115.841
55.58,109.044
55.6,104.57
55.620000000000005,103.116
55.64,101.522
55.660000000000004,99.969
55.68,98.655
55.7,97.602
55.72,96.707
55.74,95.858
55.760000000000005,94.998
55.78,94.127
55.8,93.269
55.82,92.443
55.84,91.652
55.86000000000001,90.889
55.879999999999995,90.145
55.9,89.416
55.92,88.701
55.940000000000005,88.002
55.96000000000001,87.319
55.98,86.653
56,86.002
56.02,85.365
56.040000000000006,84.741
56.06000000000001,84.129
56.08,83.53
56.1,82.942
56.120000000000005,82.366
56.14,81.801
56.160000000000004,81.247
56.18,80.702
56.2,80.452
56.22,90.065
56.24,100.947
56.260000000000005,109.903
56.28,116.278
56.3,119.521
56.32,119.31
56.34,115.635
56.36000000000001,108.718
56.379999999999995,104.513
56.4,103.056
56.42,101.459
56.440000000000005,99.913
56.46000000000001,98.61
56.48,97.565
56.5,96.674
56.52,95.825
56.540000000000006,94.964
56.56000000000001,94.093
56.58,93.236
56.6,92.412
56.620000000000005,91.622
56.64,90.86
56.660000000000004,90.116
56.68,89.388
56.7,88.674
56.72,87.975
56.74,87.293
56.760000000000005,86.628
56.78,85.977
56.8,85.34
56.82,84.717
56.84,84.106
56.86000000000001,83.507
56.879999999999995,82.92
56.9,82.344
56.92,81.78
56.940000000000005,81.225
56.96000000000001,80.681
56.98,80.621
57,90.512
57.02,101.337
57.040000000000006,110.203
57.06000000000001,116.466
57.08,119.578
57.1,119.23
57.120000000000005,115.424
57.14,108.387
57.160000000000004,104.454
57.18,102.995
57.2,101.395
57.22,99.856
57.24,98.564
57.260000000000005,97.527
57.28,96.64
57.3,95.791
57.32,94.93
57.34,94.059
57.36000000000001,93.203
57.379999999999995,92.379
57.4,91.591
57.42,90.83
57.440000000000005,90.087
57.46000000000001,89.359
57.48,88.645
57.5,87.948
57.52,87.266
57.540000000000006,86.601
57.56000000000001,85.951
57.58,85.315
57.6,84.692
57.620000000000005,84.081
57.64,83.483
57.660000000000004,82.897
57.68,82.321
57.7,81.757
57.72,81.203
57.74,80.659
57.760000000000005,80.832
57.78,90.958
57.8,101.724
57.82,110.5
57.84,116.649
57.86000000000001,119.63
57.879999999999995,119.146
57.9,115.209
57.92,108.051
57.940000000000005,104.4
57.96000000000001,102.936
57.98,101.333
58,99.802
58.02,98.52
58.040000000000006,97.492
58.06000000000001,96.608
58.08,95.759
58.1,94.897
58.120000000000005,94.026
58.14,93.171
58.160000000000004,92.349
58.18,91.562
58.2,90.801
58.22,90.059
58.24,89.332
58.260000000000005,88.619
58.28,87.922
58.3,87.241
58.32,86.577
58.34,85.927
58.36000000000001,85.291
58.379999999999995,84.669
58.4,84.059
58.42,83.461
58.440000000000005,82.875
58.46000000000001,82.3
58.48,81.736
58.5,81.183
58.52,80.639
58.540000000000006,81.043
58.56000000000001,91.4
58.58,102.107
58.6,110.792
58.620000000000005,116.827
58.64,119.677
58.660000000000004,119.056
58.68,114.988
58.7,107.712
58.72,104.343
58.74,102.874
58.760000000000005,101.269
58.78,99.745
58.8,98.475
58.82,97.454
58.84,96.573
58.86000000000001,95.725
58.879999999999995,94.862
58.9,93.991
58.92,93.137
58.940000000000005,92.317
58.96000000000001,91.531
58.98,90.771
59,90.03
59.02,89.303
59.040000000000006,88.59
59.06000000000001,87.894
59.08,87.214
59.1,86.55
59.120000000000005,85.901
59.14,85.266
59.160000000000004,84.644
59.18,84.034
59.2,83.437
59.22,82.851
59.24,82.277
59.260000000000005,81.714
59.28,81.161
59.3,80.617
59.32,81.327
59.34,91.846
59.36000000000001,102.489
59.379999999999995,111.081
59.4,117.001
59.42,119.719
59.440000000000005,118.961
59.46000000000001,114.763
59.48,107.368
59.5,104.288
59.52,102.814
59.540000000000006,101.208
59.56000000000001,99.691
59.58,98.431
59.6,97.419
59.620000000000005,96.541
59.64,95.692
59.660000000000004,94.828
59.68,93.958
59.7,93.105
59.72,92.286
59.74,91.501
59.760000000000005,90.742
59.78,90.002
59.8,89.275
59.82,88.563
59.84,87.867
59.86000000000001,87.188
59.879999999999995,86.525
59.9,85.877
59.92,85.242
59.940000000000005,84.62
59.96000000000001,84.034
59.98,83.437
60,82.851
60.02,82.277
60.040000000000006,81.714
60.06000000000001,81.161
60.08,80.617
60.1,81.327
60.120000000000005,91.846
60.14,102.489
60.160000000000004,111.081
60.18,117.001
60.2,119.719
60.22,118.714
60.24,114.277
60.260000000000005,106.741
60.28,104.394
60.3,102.932
60.32,101.342
60.34,99.862
60.36000000000001,98.643
60.379999999999995,97.661
60.4,96.8
60.42,95.961
60.440000000000005,95.106
60.46000000000001,94.245
60.48,93.403
60.5,92.594
60.52,91.819
60.540000000000006,91.069
60.56000000000001,90.335
60.58,89.616
60.6,88.911
60.620000000000005,88.221
60.64,87.547
60.660000000000004,86.89
60.68,86.246
60.7,85.616
60.72,84.998
60.74,84.393
60.760000000000005,83.8
60.78,83.218
60.8,82.647
60.82,82.087
60.84,81.536
60.86000000000001,80.996
60.879999999999995,82.41
60.9,93.181
60.92,103.601
60.940000000000005,111.897
60.96000000000001,117.463
60.98,119.789
61,118.631
61.02,114.051
61.040000000000006,106.472
